Assay1 Amplitude,Assay2 Amplitude,Cluster
1267.21924,1326.00317,1
1267.239,1368.13721,1
1267.23376,1359.68091,1
1268.7384,1392.03711,1
1268.54443,1442.97607,1
1268.75684,1349.35913,1
1268.93909,1386.86572,1
1268.32056,1481.28979,1
1268.02368,1511.09631,1
1268.33618,1438.13965,1
1268.6543,1389.94641,1
1268.28369,1351.36157,1
1268.87012,1422.72559,1
1268.1261,1443.3031,1
1268.92358,1402.20813,1
1268.70813,1377.3894,1
1268.35962,1424.92468,1
1268.94641,1415.25171,1
1268.18115,1483.91284,1
1268.69812,1369.147,1
1268.06433,1393.77808,1
1268.281,1453.8208,1
1268.30994,1377.8219,1
1268.14978,1446.55347,1
1268.01379,1368.9187,1
1268.15173,1455.03772,1
1268.123,1486.12646,1
1268.0636,1498.63123,1
1268.444,1454.83374,1
1268.14246,1487.30908,1
1268.83655,1473.8905,1
1268.46179,1353.37939,1
1268.619,1410.7876,1
1268.68152,1314.78479,1
1268.76538,1406.31567,1
1268.95972,1410.70081,1
1268.39917,1297.76038,1
1268.93335,1402.845,1
1268.67261,1422.502,1
1268.56519,1571.784,1
1268.59827,1399.81323,1
1269.68164,1447.74634,1
1269.32751,1506.02283,1
1269.23083,1467.27441,1
1269.378,1381.91736,1
1269.39258,1347.60266,1
1269.64368,1462.897,1
1269.448,1601.28467,1
1269.05212,1385.11731,1
1269.93555,1395.63037,1
1269.51233,1422.61829,1
1269.02039,1340.01428,1
1269.95142,1476.396,1
1269.26013,1379.01111,1
1269.06433,1403.41589,1
1269.7207,1354.3988,1
1269.54651,1379.31165,1
1269.59143,1453.39075,1
1269.507,1392.83032,1
1269.94324,1383.166,1
1269.201,1522.3136,1
1269.19543,1340.28931,1
1269.14,1398.18689,1
1269.466,1414.25159,1
1269.61682,1406.06848,1
1269.25354,1479.81128,1
1269.91931,1369.053,1
1269.62085,1347.915,1
1269.90979,1467.60828,1
1269.75049,1450.89917,1
1269.63879,1371.02148,1
1269.74011,1254.99329,1
1269.096,1476.75415,1
1269.48071,1309.17017,1
1269.59509,1380.12012,1
1269.814,1430.9198,1
1269.01807,1528.62964,1
1270.865,1404.73047,1
1270.83289,1341.43469,1
1270.6825,1447.25439,1
1270.57446,1275.33264,1
1270.53625,1409.80273,1
1270.38428,1392.02307,1
1270.62842,1409.42407,1
1270.483,1492.07971,1
1270.23059,1345.335,1
1270.73169,1397.71094,1
1270.76746,1355.32666,1
1270.48474,1423.87024,1
1270.20117,1440.27722,1
1270.34485,1562.57446,1
1270.09937,1453.85474,1
1270.95813,1391.04224,1
1270.1322,1364.54126,1
1270.59265,1420.731,1
1270.78491,1355.61267,1
1270.94165,1311.96191,1
1270.15125,1406.48315,1
1270.80334,1404.825,1
1270.85291,1368.41223,1
1270.27319,1341.26575,1
1270.37024,1396.20166,1
1270.756,1486.71826,1
1270.69446,1371.71973,1
1270.02979,1465.25146,1
1270.67346,1370.43372,1
1270.55652,1454.7373,1
1270.76672,1507.64514,1
1270.83789,1374.04,1
1270.92944,1262.00891,1
1270.30347,1408.93958,1
1270.83887,1521.2085,1
1270.70117,1462.41211,1
1270.26831,1537.15491,1
1271.44739,1352.16736,1
1271.28394,1468.25586,1
1271.23767,1448.95288,1
1271.21423,1256.20154,1
1271.15381,1398.084,1
1271.714,1458.6062,1
1271.99036,1368.10107,1
1271.44,1475.01563,1
1271.78577,1400.21155,1
1271.82715,1366.3562,1
1271.87549,1394.63416,1
1271.28857,1442.65674,1
1271.33032,1339.95081,1
1271.34485,1394.87488,1
1271.03845,1471.81921,1
1271.68884,1330.42834,1
1271.38293,1514.70142,1
1271.86951,1362.45337,1
1271.70251,1485.84119,1
1271.05615,1432.10779,1
1271.5061,1424.76416,1
1271.145,1346.41809,1
1271.88318,1456.34766,1
1271.67969,1303.32861,1
1271.97522,1367.266,1
1271.40222,1327.38879,1
1271.889,1397.5238,1
1271.46143,1467.6178,1
1271.61169,1385.303,1
1271.63916,1362.23633,1
1271.762,1414.59473,1
1272.63538,1320.54431,1
1272.41992,1392.285,1
1272.67017,1484.84827,1
1272.99524,1440.55615,1
1272.21838,1382.147,1
1272.45874,1390.14624,1
1272.91492,1363.82288,1
1272.305,1414.96973,1
1272.414,1440.81116,1
1272.3656,1396.42957,1
1272.16431,1416.88123,1
1272.27808,1331.15442,1
1272.67078,1358.36963,1
1272.77,1349.09863,1
1272.16089,1448.89941,1
1272.37952,1458.10876,1
1272.911,1362.25293,1
1272.64392,1417.37976,1
1272.203,1384.30371,1
1272.07117,1478.27063,1
1272.64392,1358.62708,1
1272.19885,1416.03918,1
1272.71985,1451.19055,1
1272.33386,1463.361,1
1272.557,1362.83008,1
1272.153,1246.92163,1
1272.30786,1435.7655,1
1272.88867,1354.93433,1
1272.27551,1409.00232,1
1272.14771,1552.39661,1
1272.71411,1457.66846,1
1272.8418,1439.48645,1
1272.29456,1404.299,1
1272.48767,1425.559,1
1272.227,1491.3667,1
1272.698,1481.39465,1
1272.52,1431.083,1
1272.54736,1480.638,1
1272.04163,1516.833,1
1272.6543,1437.264,1
1272.98425,1561.12183,1
1273.57043,1366.31152,1
1273.06165,1416.772,1
1273.37683,1300.116,1
1273.85,1446.069,1
1273.80078,1471.3075,1
1273.32349,1351.30322,1
1273.77014,1346.48047,1
1273.3927,1442.61743,1
1273.80969,1358.10718,1
1273.83362,1426.17737,1
1273.07617,1440.621,1
1273.65967,1431.67017,1
1273.70227,1395.65173,1
1273.72876,1436.16382,1
1273.64,1375.43176,1
1273.19055,1396.34937,1
1273.73645,1404.45947,1
